genres,id,original_language,overview,popularity,release_year,runtime,title,vote_average,vote_count,actors,director
"Action,Adventure,Fantasy",122917,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",120.96574299999999,2014,144,The Hobbit: The Battle of the Five Armies,7.1,4760,"Martin Freeman,Ian McKellen,Richard Armitage,Ken Stott,Graham McTavish,William Kircher,James Nesbitt,Stephen Hunter,Dean O'Gorman,Aidan Turner,John Callen,Peter Hambleton,Jed Brophy,Mark Hadlow,Adam Brown,Orlando Bloom,Evangeline Lilly,Lee Pace,Cate Blanchett,Hugo Weaving,Christopher Lee,Ian Holm,Mikael Persbrandt,Sylvester McCoy,Luke Evans,Stephen Fry,John Bell,Ryan Gage,Peggy Nesbitt,Mary Nesbitt,Manu Bennett,John Tui,Billy Connolly,Benedict Cumberbatch,Kelly Kilgour,Sarah Peirse,Nick Blake,Simon London,Conan Stevens,Allan Smith,Miranda Harcourt,Thomasin McKenzie",Peter Jackson
"Action,Adventure,Fantasy",1930,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,2012,136,The Amazing Spider-Man,6.5,6586,"Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Campbell Scott,Irrfan Khan,Martin Sheen,Sally Field,Max Charles,Chris Zylka,Embeth Davidtz,Leif Gantvoort,Hannah Marks,Kelsey Asbille,C. Thomas Howell,Stan Lee,Michael Massee,Michael Papajohn,Kari Coleman,Charlie DePew,Skyler Gisondo,Jacob Rodier,Jake Keiffer,Kevin McCorkle,Barbara Eve Harris,Danielle Burgio,Michael Barra,Andy Pessoa,Andy Gladbach,Ring Hendricks-Tellefsen,Tom Waite,Keith Campbell,Steve DeCastro,James Chen,Alexander Bedria,John Burke,Jill Flint,Mark Daugherty,Milton González,Vincent Laresca,Damien Lemon,Ty Upshaw,Tia Texada,Jay Caputo,Terry Bozeman,Jennifer Lyons,Amber Stevens,Zoey Deutch,Jody Cosgrove-Kao,Max Bogner,Ethan Cohn,Miles Elliot,Miranda LaDawn Hill,Amanda MacDonald,Maury Morgan,Amy Novondo,Kristin Quick",Marc Webb
"Action,Adventure",20662,en,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,2010,140,Robin Hood,6.2,1398,"Russell Crowe,Cate Blanchett,Max von Sydow,William Hurt,Mark Strong,Oscar Isaac,Danny Huston,Eileen Atkins,Mark Addy,Matthew Macfadyen,Kevin Durand,Scott Grimes,Alan Doyle,Douglas Hodge,Léa Seydoux,Jonathan Zaccaï,Robert Pugh,Gerard McSorley,Velibor Topic,Ciaran Flynn,Simon McBurney,Mark Lewis Jones,Bronson Webb,Denis Ménochet,Ruby Bentall,Jessica Raine,John Nicholas,Roy Holder,Denise Gough,Luke Evans,Arthur Darvill,Giannina Facio,Ralph Ineson,Jake Curran",Ridley Scott
"Adventure,Fantasy",57158,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",94.370564,2013,161,The Hobbit: The Desolation of Smaug,7.6,4524,"Martin Freeman,Ian McKellen,Richard Armitage,Ken Stott,Graham McTavish,William Kircher,James Nesbitt,Stephen Hunter,Dean O'Gorman,Aidan Turner,Benedict Cumberbatch,Lee Pace,Luke Evans,Evangeline Lilly,Orlando Bloom,Mikael Persbrandt,Manu Bennett,Stephen Fry,John Bell,Sylvester McCoy,Terry Notary,Peter Hambleton,Cate Blanchett,Stephen Colbert,Jed Brophy,Sarah Peirse,Mary Nesbitt,Peggy Nesbitt,Mark Hadlow,John Callen,Adam Brown,Ben Mitchell",Peter Jackson
"Adventure,Fantasy",2268,en,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",42.990906,2007,113,The Golden Compass,5.8,1303,"Dakota Blue Richards,Nicole Kidman,Daniel Craig,Sam Elliott,Eva Green,Freddie Highmore,Ian McKellen,Ben Walker,Ian McShane,Kristin Scott Thomas,Kathy Bates,Jim Carter,Tom Courtenay,Christopher Lee,Simon McBurney,Jack Shepherd,Magda Szubanski,Derek Jacobi,Clare Higgins,Charlie Rowe,Steven Loton,Michael Antoniou,Mark Mottram,Hattie Morahan,Jason Watkins,Sam Hoare,Brian Nickels,Thomas Arnold,Helen Soraya",Chris Weitz
"Adventure,Drama,Action",254,en,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.226009999999995,2005,187,King Kong,6.6,2337,"Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann,Colin Hanks,Andy Serkis,Evan Parke,Jamie Bell,Lobo Chan,John Sumner,Craig Hall,Kyle Chandler,William Johnson,David Pittu,Mark Hadlow,Geraldine Brophy,David Dennis,Pip Mushin,Jim Knobeloch,Ric Herbert,Lee Donahue,Tom Hobbs,Tiriel Mora,Jed Brophy,John Wraight,William Wallace,Frank Edwards,Crawford Thomson,Richard Kavanagh,Stephen Hall,Joe Folau,Chic Littlewood,Samuel Taylor",Peter Jackson
"Drama,Romance,Thriller",597,en,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,1997,194,Titanic,7.5,7562,"Kate Winslet,Leonardo DiCaprio,Frances Fisher,Billy Zane,Kathy Bates,Gloria Stuart,Bill Paxton,Bernard Hill,David Warner,Victor Garber,Jonathan Hyde,Suzy Amis,Lewis Abernathy,Nicholas Cascone,Danny Nucci,Jason Barry,Lew Palter,Eric Braeden,Bernard Fox,Ewan Stewart,Ioan Gruffudd,Jonny Phillips,Edward Fletcher,Scott G. Anderson,Martin East,Gregory Cooke,Alexandrea Owens,Seth Adkins,Michael Ensign,Anatoly M. Sagalevitch,Martin Hub,Mark Lindsay Chapman,Richard Graham,Paul Brightwell,Ron Donachie,Charlotte Chatton,Fannie Brett,Jenette Goldstein,Camilla Overbye Roos,Linda Kerns,Amy Gaipa,Martin Jarvis,Rosalind Ayres,Rochelle Rose,Jonathan Evans-Jones,Brian Walsh,Rocky Taylor,Craig Kelly,Liam Tuohy,Simon Crane,James Lancaster,Elsa Raven,Reece P. Thompson III,Laramie Landis,Mark Rafael Truitt,John Walcutt,Terry Forrestal,Derek Lea,Richard Ashton,Sean Nepita,Brendan Connolly,David Cronnelly,Garth Wilton,Richard Fox,Nick Meaney,Kevin Owers,Mark Capri,Marc Cass,Paul Herbert,Emmett James,Chris Byrne,Oliver Page,James Garrett,Erik Holland,Erik Holland,Jari Kinnunen,Anders Falk,Barry Dennen,Vern Urich,Rebecca Klingler,Tricia O'Neil,Kathleen S. Dunn,Romeo Francis,Mandana Marino,Van Ling,Bjørn Olsen,Dan Pettersson,Shay Duffin,Greg Ellis,Diana Morgan,Kris Andersson,Bobbie Bates,Aaron James Cash,Anne Fletcher,Edmond Alan Forsyth,Andie Hicks,Scott Hislop,Stan Mazin,Lisa Ratzin,Julene Renee,Brian Baines,Ellie Bensinger,Alexandra Boyd,Mike Butters,James Cameron,Bruno Campolo,Chris Cragnotti,Kevyn Currie,Kevin De La Noy,Thomas Fiss,Griffin Howell,Sean Howse,Tony Kenny,Bret Aaron Knower,George Kosty III,George Kosty Jr.,Geoffrey C. Kosty,Gregory Charles Kosty,Sean Lawlor,John Leonhardt,Miguel A. Lomelin,Don Lynch,Johnny Martin,Ryan McClurkin,Meghan McLeod,Mike O'Neal,Julian Oros,Phil Parlapiano,Judy Prestininzi,Steven Quale,Olivia Rosewood,John Slade,Stephen Wolfe Smith,R. Gern Trowbridge,Francisco Váldez,Lucie Zolcerova",James Cameron
"Adventure,Action,Science Fiction",271110,en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",198.37239499999998,2016,147,Captain America: Civil War,7.1,7241,"Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Don Cheadle,Jeremy Renner,Chadwick Boseman,Paul Bettany,Elizabeth Olsen,Paul Rudd,Emily VanCamp,Tom Holland,Frank Grillo,William Hurt,Daniel Brühl,John Slattery,Kerry Condon,Martin Freeman,Marisa Tomei,John Kani,Hope Davis,Gene Farber,Florence Kasumba,Alfre Woodard,Jim Rash,Stan Lee,Joe Russo,Damion Poitier,Michael A. Cook,Laughton Parchment,Jackson Spidell,Yi Long,Heidi Moneymaker,Aaron Toney,Cale Schultz,Ann Russo,Cornell John,Sven Hönig,Joshua Peck,Brent McGee,Be Satrazemis,Blair Jasin,Oli Bigalke,Rafael Banasik,David de Vries,John Curran,Katie Amess,Austin Sanders,Brett Gentile,Matthew Anderson,Andrew Botchwey,Chase Bradfield,Ernest Charles,Hendricks Coates,Ethan Condon,Shen Dynes,Nathaniel Ellis,Jariah Ferguson,Evan Ffrench,Justin Freeman,Ralphael Grand'Pierre,Julian Grimes,Aaron Hayes,Austin Hooper,Amiri Jones,Myles Joseph,Stephen Lewis,Jacob Ludwick,D'Mahrei McRae,Ashwin Mudaliar,Eli Ollinger,Parker Pape,Daniel Parada,Jonah Ruffin,Darryl Sampson,Cameron Sardone,Stanley Sellers,Miles Selles,Jacob Sung,Caden Wilkinson,Kim Scar,Jessica Walther-Gabory,Beniamino Brogi,Silvina Buchbauer,Henry Amadi,Ugochukwu Ani,Michael Anthony Rogers,Umar Khan,David Brown,Guy Fernandez,Sophia Russo,Amelia Morck,Julianna Guill,Surely Alvelo,Brian Schaeffer,Kevin LaRosa Jr.,Al Cerullo,Frédéric North,Ray Sahetapy","Anthony Russo,Joe Russo"
"Thriller,Action,Adventure,Science Fiction",44833,en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,2012,131,Battleship,5.5,2114,"Taylor Kitsch,Alexander Skarsgård,Rihanna,Brooklyn Decker,Tadanobu Asano,Liam Neeson,Gregory D. Gadson,Hamish Linklater,Jesse Plemons,John Tui,Jerry Ferrara,David Jensen,Peter Berg,Adam Godley,Rico McClinton,Joji Yoshida,Stephen Bishop,Austin Naulty,James Rawlings,Dustin J. Reno,Rick Hoffman,Gary Grubbs,Rami Malek,Peter MacNicol,Louis Lombardi,Jordan Kirkwood,Doug Penty,Carson Aune,Josh Pence,Lloyd Pitts,Michelle Arthur,Natalia Castellanos,Leni Ito,Jackie Johnson,Kerry Cahill,Norman Vincent McLafferty,Dante Jimenez,Daven Arce,Ralph Richardson,Biunca Love,Kyle Russell Clements,Yutaka Takeuchi,John A Weaver,Dane Justman,Drew Rausch,Bill Stinchcomb",Peter Berg
"Action,Adventure,Thriller",37724,en,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,2012,143,Skyfall,6.9,7604,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar,Tonia Sotiropoulou,Wolf Blitzer,Jens Hultén,Anthony O'Donnell,Jo Cameron Brown,Peter Basham,Ben Loyd-Holmes,Orion Lee,Yennis Cheung",Sam Mendes
"Action,Adventure,Fantasy",558,en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,2004,127,Spider-Man 2,6.7,4321,"Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,Rosemary Harris,Donna Murphy,J.K. Simmons,Daniel Gillies,Dylan Baker,Willem Dafoe,Mageina Tovah,Bruce Campbell,Stan Lee,Scott Spiegel,Joel McHale,Hal Sparks,Donnell Rawlings,Emily Deschanel,Elizabeth Banks,Daniel Dae Kim,Aasif Mandvi,Joey Diaz,Vanessa Ferlito,Joy Bryant,John Landis,Phil LaMarr,Gregg Edelman,Ted Raimi,Cliff Robertson,Elya Baskin,Bill Nunn,Brent Briscoe,Christine Estabrook,John Paxton,Joanne Baron,Peter McRobbie,Louis Lombardi,Marc John Jefferies,Reed Diamond,Brendan Patrick Connor,Dan Callahan,Susie Park,Brianna Brown,Tom Carey,Dan Hicks,Timothy Patrick Quill,Tony Campisi,Molly Cheek,Kelly Connell,Roshon Fegan,Taylor Gilbert,Timothy Jerome,Elyse Dinh,Bill E. Rogers,Anne Betancourt,Tricia Peters,Tim Storms,Bill Calvert,Peter Allas,Chloe Dykstra,Julia Max,Calvin Dean,Frank Bonsangue,Andre M. Johnson,Peter Cincotti,Peyton List,Spencer List,Troy Metcalf,Scott Ross,Bonnie Somerville,Wesley Volcy,Lou Volpe,David Boston,Garrett Warren,Michael Arthur,Cindy Cheung",Sam Raimi
"Action,Adventure,Science Fiction",68721,en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,2013,130,Iron Man 3,6.8,8806,"Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Rebecca Hall,Jon Favreau,Ben Kingsley,James Badge Dale,Stephanie Szostak,Paul Bettany,William Sadler,Dale Dickey,Ty Simpkins,Miguel Ferrer,Wang Xue-qi,Shaun Toub,Matthew Sterling Nye,Pat Kiernan,Josh Elliott,Megan Henderson,Thomas Roberts,Bill Maher,Joan Rivers,George Kotsiopoulos,Bronte D'Esposito,Noah Visconti,Ashley Hamilton,Brooke Jayne Taylor,Kim Dean,Glenn Foster,Anthony Reynolds,Kendrick Cross,Tom Clark,Brian Schaeffer,John Eddins,Spencer Garrett,Rockey Dickey Jr.,Drew Michael Hershner,Sarah Burkhardt,Jan Broberg,Andrew Lauer,Nate Bynum,Andrew Lander,Tom Virtue,Roy McCrerey,Serdar Kalsin,Demetrois Hodges,Bobby Tisdale,Yvonne Zima,Stan Lee,Adam Pally,James Rackley,Cullen Moss,Jake Dewitt,Rebecca Mader,Kevin Arnold,Juan C. Bofill,David Buglione,Adam Lytle,Paul Andrew O'Connor,Phil Ortiz,Gwendalyn Barker,Steve Wilder,Luciana Faulhaber,Karina Florez,Mike Massa,Mark Kubr,Si-Fu Eric Oram,Naomi Parshin,Aurelia Riley,Johanna Yunda,Wesley Thompson,Jenna Ortega,T. C. Anyachonkeya,Chad Kurtz,Cal Johnson,Corey Hawkins,Linden Ashby,Sarah Farooqui,Sala Baker,Kial Butler,Nick Brandon,Dan Brown,Fernando Chien,Ilram Choi,Brycen Counts,Kiante Elam,Dane Farwell,Mark Fichera,Colin Follenweider,Aja Frary,Mark Ginther,Adrian Gonzalez,Dennis Keiffer,Samuel Le,Tara Macken,William Morts,Jade Quon,J. C. Robaina,Markos Rounthwaite,Philip J Silvera,Brian Simpson,Mark Aaron Wagner,Chris Gethard,Nick W. Nicholson,Mark Ruffalo,Bridger Zadina",Shane Black
"Family,Fantasy,Adventure",12155,en,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,2010,108,Alice in Wonderland,6.4,4645,"Mia Wasikowska,Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover,Marton Csokas,Lindsay Duncan,Matt Lucas,Geraldine James,Tim Pigott-Smith,Leo Bill,Frances de la Tour,Michael Sheen,Alan Rickman,Christopher Lee,Stephen Fry,Timothy Spall,Paul Whitehouse,Barbara Windsor,Michael Gough,Imelda Staunton,Eleanor Tomlinson,Jemma Powell,Eleanor Gecks,Rebecca Crookshank,Holly Hawkins,Lucy Davenport,Joel Swetow,Jessica Oyelowo,Ethan Cohn,Chris Grabher,Bonnie Parker,Simone Sault,Dale Mercer,Cortney Palm",Tim Burton
"Adventure,Action,Science Fiction,Thriller",36668,en,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,2006,104,X-Men: The Last Stand,6.3,3525,"Hugh Jackman,Halle Berry,Ian McKellen,Patrick Stewart,Famke Janssen,Anna Paquin,Kelsey Grammer,Shawn Ashmore,Aaron Stanford,Ellen Page,Rebecca Romijn,James Marsden,Vinnie Jones,Ben Foster,Daniel Cudmore,Dania Ramirez,Cameron Bright,Ken Leung,Eric Dane,Omahyra Mota,Meiling Melançon,Kea Wong,Shauna Kain,Michael Murphy,Shohreh Aghdashloo,Josef Sommer,Bill Duke,Haley Ramm,Cayden Boyd,Stan Lee,Alex Ferris,Olivia Williams",Brett Ratner
"Animation,Family",62211,en,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492,2013,104,Monsters University,7.0,3528,"Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Noah Johnston,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Julia Sweeney,Bonnie Hunt,John Krasinski,Bill Hader,Beth Behrs,Bob Peterson,John Ratzenberger,Frank Oz,Ava Acres",Dan Scanlon
"Science Fiction,Action,Adventure",8373,en,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,2009,150,Transformers: Revenge of the Fallen,6.0,3138,"Shia LaBeouf,Megan Fox,Josh Duhamel,Rainn Wilson,Tyrese Gibson,John Turturro,Kevin Dunn,Julie White,Ramón Rodríguez,Isabel Lucas,Glenn Morshower,Hugo Weaving,Marc Evan Jackson,Peter Cullen,Arnold Chun,Katie Lowes,Mark Ryan,Reno Wilson,Jess Harnell,Robert Foxworth,André Sogliuzzo,Grey Griffin,Tony Todd,Charlie Adler,Frank Welker,Tom Kenny,Calvin Wimmer,John Di Crosta,Michael York,Kevin Michael Richardson,Robin Atkin Downes,John Eric Bentley,America Olivo,Michael Papajohn,Andrew Howard,Matthew Marsden,Deep Roy",Michael Bay
"Science Fiction,Action,Adventure",91314,en,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,2014,165,Transformers: Age of Extinction,5.8,3095,"Mark Wahlberg,Stanley Tucci,Kelsey Grammer,Nicola Peltz,Jack Reynor,Titus Welliver,Sophia Myles,Li Bingbing,T.J. Miller,James Bachman,Thomas Lennon,Greg Anderson,Melanie Specht,Victoria Summer,Han Geng,Edward T. Welburn,Kevin Covais,Peter Cullen,Frank Welker,John Goodman,Ken Watanabe,Robert Foxworth,John DiMaggio,Miguel Ferrer,Mark Ryan,Reno Wilson,Jeffrey Combs,Mark Rolston,Charles Parnell,Erika Fong,David Midthunder,Glenn Keogh,Richard Gallion,Kassem Gharaibeh,Richard Riehle,Tyrone Smith,Abigail Klein,Candice Zhao,Cleo King,Patrick Bristow,Michael Wong",Michael Bay
